Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Small Business,France, Carretera , Medium ,2181, $3.00 , $300.00 ," $6,54,300.00 "," $6,08,499.00 "," $5,45,250.00 ","63,249.00",01-10-2014,10, October ,2014
Government,France, Montana , Medium ,1976, $5.00 , $20.00 ," $39,520.00 "," $36,753.60 "," $19,760.00 ","1,69,936.00",01-10-2014,10, October ,2014
Small Business,France, Montana , Medium ,2181, $5.00 , $300.00 ," $6,54,300.00 "," $6,08,499.00 "," $5,45,250.00 ","63,249.00",01-10-2014,10, October ,2014
Enterprise,Germany, Montana , Medium ,2500, $5.00 , $125.00 ," $3,12,500.00 "," $2,90,625.00 "," $3,00,000.00 ","-9,375.00",01-11-2013,11, November ,2013
Small Business,Canada, Paseo , Medium ,1702, $10.00 , $300.00 ," $5,10,600.00 "," $4,74,858.00 "," $4,25,500.00 ","49,358.00",01-05-2014,5, May ,2014
Small Business,France, Paseo , Medium ,448, $10.00 , $300.00 ," $1,34,400.00 "," $1,24,992.00 "," $1,12,000.00 ","12,992.00",01-06-2014,6, June ,2014
Enterprise,Germany, Paseo , Medium ,3513, $10.00 , $125.00 ," $4,39,125.00 "," $4,08,386.25 "," $4,21,560.00 ","-13,17,375.00",01-07-2014,7, July ,2014
Midmarket,France, Paseo , Medium ,2101, $10.00 , $15.00 ," $31,515.00 "," $29,308.95 "," $21,010.00 ","8,29,895.00",01-08-2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ,2931, $10.00 , $15.00 ," $43,965.00 "," $40,887.45 "," $29,310.00 ","11,57,745.00",01-09-2013,9, September ,2013
Government,France, Paseo , Medium ,1535, $10.00 , $20.00 ," $30,700.00 "," $28,551.00 "," $15,350.00 ","13,201.00",01-09-2014,9, September ,2014
Small Business,Germany, Paseo , Medium ,1123, $10.00 , $300.00 ," $3,36,900.00 "," $3,13,317.00 "," $2,80,750.00 ","32,567.00",01-09-2013,9, September ,2013
Small Business,Canada, Paseo , Medium ,1404, $10.00 , $300.00 ," $4,21,200.00 "," $3,91,716.00 "," $3,51,000.00 ","40,716.00",01-11-2013,11, November ,2013
Channel Partners,Mexico, Paseo , Medium ,2763, $10.00 , $12.00 ," $33,156.00 "," $30,835.08 "," $8,289.00 ","22,54,608.00",01-11-2013,11, November ,2013
Government,Germany, Paseo , Medium ,2125, $10.00 , $7.00 ," $14,875.00 "," $13,833.75 "," $10,625.00 ","3,20,875.00",01-12-2013,12, December ,2013
Small Business,France, Velo , Medium ,1659, $120.00 , $300.00 ," $4,97,700.00 "," $4,62,861.00 "," $4,14,750.00 ","48,111.00",01-07-2014,7, July ,2014
Government,Mexico, Velo , Medium ,609, $120.00 , $20.00 ," $12,180.00 "," $11,327.40 "," $6,090.00 ","52,374.00",01-08-2014,8, August ,2014
Enterprise,Germany, Velo , Medium ,2087, $120.00 , $125.00 ," $2,60,875.00 "," $2,42,613.75 "," $2,50,440.00 ","-7,82,625.00",01-09-2014,9, September ,2014
Government,France, Velo , Medium ,1976, $120.00 , $20.00 ," $39,520.00 "," $36,753.60 "," $19,760.00 ","1,69,936.00",01-10-2014,10, October ,2014
Government,United States of America, Velo , Medium ,1421, $120.00 , $20.00 ," $28,420.00 "," $26,430.60 "," $14,210.00 ","1,22,206.00",01-12-2013,12, December ,2013
Small Business,United States of America, Velo , Medium ,1372, $120.00 , $300.00 ," $4,11,600.00 "," $3,82,788.00 "," $3,43,000.00 ","39,788.00",01-12-2014,12, December ,2014
Government,Germany, Velo , Medium ,588, $120.00 , $20.00 ," $11,760.00 "," $10,936.80 "," $5,880.00 ","50,568.00",01-12-2013,12, December ,2013
Channel Partners,Canada, VTT , Medium ,3244.5, $250.00 , $12.00 ," $38,934.00 "," $36,208.62 "," $9,733.50 ","26,47,512.00",01-01-2014,1, January ,2014
Small Business,France, VTT , Medium ,959, $250.00 , $300.00 ," $2,87,700.00 "," $2,67,561.00 "," $2,39,750.00 ","27,811.00",01-02-2014,2, February ,2014
Small Business,Mexico, VTT , Medium ,2747, $250.00 , $300.00 ," $8,24,100.00 "," $7,66,413.00 "," $6,86,750.00 ","79,663.00",01-02-2014,2, February ,2014
Enterprise,Canada, Amarilla , Medium ,1645, $260.00 , $125.00 ," $2,05,625.00 "," $1,91,231.25 "," $1,97,400.00 ","-6,16,875.00",01-05-2014,5, May ,2014
Government,France, Amarilla , Medium ,2876, $260.00 , $350.00 ," $10,06,600.00 "," $9,36,138.00 "," $7,47,760.00 ","1,88,378.00",01-09-2014,9, September ,2014
Enterprise,Germany, Amarilla , Medium ,994, $260.00 , $125.00 ," $1,24,250.00 "," $1,15,552.50 "," $1,19,280.00 ","-37,275.00",01-09-2013,9, September ,2013
Government,Canada, Amarilla , Medium ,1118, $260.00 , $20.00 ," $22,360.00 "," $20,794.80 "," $11,180.00 ","96,148.00",01-11-2014,11, November ,2014
Small Business,United States of America, Amarilla , Medium ,1372, $260.00 , $300.00 ," $4,11,600.00 "," $3,82,788.00 "," $3,43,000.00 ","39,788.00",01-12-2014,12, December ,2014
Government,Canada, Montana , Medium ,488, $5.00 , $7.00 ," $3,416.00 "," $3,142.72 "," $2,440.00 ",70272,01-02-2014,2, February ,2014
Government,United States of America, Montana , Medium ,1282, $5.00 , $20.00 ," $25,640.00 "," $23,588.80 "," $12,820.00 ","1,07,688.00",01-06-2014,6, June ,2014
Government,Canada, Paseo , Medium ,257, $10.00 , $7.00 ," $1,799.00 "," $1,655.08 "," $1,285.00 ",37008,01-05-2014,5, May ,2014
Government,United States of America, Amarilla , Medium ,1282, $260.00 , $20.00 ," $25,640.00 "," $23,588.80 "," $12,820.00 ","1,07,688.00",01-06-2014,6, June ,2014
Enterprise,Mexico, Carretera , Medium ,1540, $3.00 , $125.00 ," $1,92,500.00 "," $1,77,100.00 "," $1,84,800.00 ","-7,700.00",01-08-2014,8, August ,2014
Midmarket,France, Carretera , Medium ,490, $3.00 , $15.00 ," $7,350.00 "," $6,762.00 "," $4,900.00 ","1,862.00",01-11-2014,11, November ,2014
Government,Mexico, Carretera , Medium ,1362, $3.00 , $350.00 ," $4,76,700.00 "," $4,38,564.00 "," $3,54,120.00 ","84,444.00",01-12-2014,12, December ,2014
Midmarket,France, Montana , Medium ,2501, $5.00 , $15.00 ," $37,515.00 "," $34,513.80 "," $25,010.00 ","95,038.00",01-03-2014,3, March ,2014
Government,Canada, Montana , Medium ,708, $5.00 , $20.00 ," $14,160.00 "," $13,027.20 "," $7,080.00 ","59,472.00",01-06-2014,6, June ,2014
Government,Germany, Montana , Medium ,645, $5.00 , $20.00 ," $12,900.00 "," $11,868.00 "," $6,450.00 ","5,418.00",01-07-2014,7, July ,2014
Small Business,France, Montana , Medium ,1562, $5.00 , $300.00 ," $4,68,600.00 "," $4,31,112.00 "," $3,90,500.00 ","40,612.00",01-08-2014,8, August ,2014
Small Business,Canada, Montana , Medium ,1283, $5.00 , $300.00 ," $3,84,900.00 "," $3,54,108.00 "," $3,20,750.00 ","33,358.00",01-09-2013,9, September ,2013
Midmarket,Germany, Montana , Medium ,711, $5.00 , $15.00 ," $10,665.00 "," $9,811.80 "," $7,110.00 ","27,018.00",01-12-2014,12, December ,2014
Enterprise,Mexico, Paseo , Medium ,1114, $10.00 , $125.00 ," $1,39,250.00 "," $1,28,110.00 "," $1,33,680.00 ","-5,570.00",01-03-2014,3, March ,2014
Government,Germany, Paseo , Medium ,1259, $10.00 , $7.00 ," $8,813.00 "," $8,107.96 "," $6,295.00 ","1,81,296.00",01-04-2014,4, April ,2014
Government,Germany, Paseo , Medium ,1095, $10.00 , $7.00 ," $7,665.00 "," $7,051.80 "," $5,475.00 ","15,768.00",01-05-2014,5, May ,2014
Government,Germany, Paseo , Medium ,1366, $10.00 , $20.00 ," $27,320.00 "," $25,134.40 "," $13,660.00 ","1,14,744.00",01-06-2014,6, June ,2014
Small Business,Mexico, Paseo , Medium ,2460, $10.00 , $300.00 ," $7,38,000.00 "," $6,78,960.00 "," $6,15,000.00 ","63,960.00",01-06-2014,6, June ,2014
Government,United States of America, Paseo , Medium ,678, $10.00 , $7.00 ," $4,746.00 "," $4,366.32 "," $3,390.00 ",97632,01-08-2014,8, August ,2014
Government,Germany, Paseo , Medium ,1598, $10.00 , $7.00 ," $11,186.00 "," $10,291.12 "," $7,990.00 ","2,30,112.00",01-08-2014,8, August ,2014
Government,Germany, Paseo , Medium ,2409, $10.00 , $7.00 ," $16,863.00 "," $15,513.96 "," $12,045.00 ","3,46,896.00",01-09-2013,9, September ,2013
Government,Germany, Paseo , Medium ,1934, $10.00 , $20.00 ," $38,680.00 "," $35,585.60 "," $19,340.00 ","1,62,456.00",01-09-2014,9, September ,2014
Government,Mexico, Paseo , Medium ,2993, $10.00 , $20.00 ," $59,860.00 "," $55,071.20 "," $29,930.00 ","2,51,412.00",01-09-2014,9, September ,2014
Government,Germany, Paseo , Medium ,2146, $10.00 , $350.00 ," $7,51,100.00 "," $6,91,012.00 "," $5,57,960.00 ","1,33,052.00",01-11-2013,11, November ,2013
Government,Mexico, Paseo , Medium ,1946, $10.00 , $7.00 ," $13,622.00 "," $12,532.24 "," $9,730.00 ","2,80,224.00",01-12-2013,12, December ,2013
Government,Mexico, Paseo , Medium ,1362, $10.00 , $350.00 ," $4,76,700.00 "," $4,38,564.00 "," $3,54,120.00 ","84,444.00",01-12-2014,12, December ,2014
Channel Partners,Canada, Velo , Medium ,598, $120.00 , $12.00 ," $7,176.00 "," $6,601.92 "," $1,794.00 ","4,80,792.00",01-03-2014,3, March ,2014
Government,United States of America, Velo , Medium ,2907, $120.00 , $7.00 ," $20,349.00 "," $18,721.08 "," $14,535.00 ","4,18,608.00",01-06-2014,6, June ,2014
Government,Germany, Velo , Medium ,2338, $120.00 , $7.00 ," $16,366.00 "," $15,056.72 "," $11,690.00 ","3,36,672.00",01-06-2014,6, June ,2014
Small Business,France, Velo , Medium ,386, $120.00 , $300.00 ," $1,15,800.00 "," $1,06,536.00 "," $96,500.00 ","10,036.00",01-11-2013,11, November ,2013
Small Business,Mexico, Velo , Medium ,635, $120.00 , $300.00 ," $1,90,500.00 "," $1,75,260.00 "," $1,58,750.00 ","16,510.00",01-12-2014,12, December ,2014
Government,France, VTT , Medium ,574.5, $250.00 , $350.00 ," $2,01,075.00 "," $1,84,989.00 "," $1,49,370.00 ","35,619.00",01-04-2014,4, April ,2014
Government,Germany, VTT , Medium ,2338, $250.00 , $7.00 ," $16,366.00 "," $15,056.72 "," $11,690.00 ","3,36,672.00",01-06-2014,6, June ,2014
Government,France, VTT , Medium ,381, $250.00 , $350.00 ," $1,33,350.00 "," $1,22,682.00 "," $99,060.00 ","23,622.00",01-08-2014,8, August ,2014
Government,Germany, VTT , Medium ,422, $250.00 , $350.00 ," $1,47,700.00 "," $1,35,884.00 "," $1,09,720.00 ","26,164.00",01-08-2014,8, August ,2014
Small Business,Canada, VTT , Medium ,2134, $250.00 , $300.00 ," $6,40,200.00 "," $5,88,984.00 "," $5,33,500.00 ","55,484.00",01-09-2014,9, September ,2014
Small Business,United States of America, VTT , Medium ,808, $250.00 , $300.00 ," $2,42,400.00 "," $2,23,008.00 "," $2,02,000.00 ","21,008.00",01-12-2013,12, December ,2013
Government,Canada, Amarilla , Medium ,708, $260.00 , $20.00 ," $14,160.00 "," $13,027.20 "," $7,080.00 ","59,472.00",01-06-2014,6, June ,2014
Government,United States of America, Amarilla , Medium ,2907, $260.00 , $7.00 ," $20,349.00 "," $18,721.08 "," $14,535.00 ","4,18,608.00",01-06-2014,6, June ,2014
Government,Germany, Amarilla , Medium ,1366, $260.00 , $20.00 ," $27,320.00 "," $25,134.40 "," $13,660.00 ","1,14,744.00",01-06-2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium ,2460, $260.00 , $300.00 ," $7,38,000.00 "," $6,78,960.00 "," $6,15,000.00 ","63,960.00",01-06-2014,6, June ,2014
Government,Germany, Amarilla , Medium ,1520, $260.00 , $20.00 ," $30,400.00 "," $27,968.00 "," $15,200.00 ","12,768.00",01-11-2014,11, November ,2014
Midmarket,Germany, Amarilla , Medium ,711, $260.00 , $15.00 ," $10,665.00 "," $9,811.80 "," $7,110.00 ","27,018.00",01-12-2014,12, December ,2014
Channel Partners,Mexico, Amarilla , Medium ,1375, $260.00 , $12.00 ," $16,500.00 "," $15,180.00 "," $4,125.00 ","11,055.00",01-12-2013,12, December ,2013
Small Business,Mexico, Amarilla , Medium ,635, $260.00 , $300.00 ," $1,90,500.00 "," $1,75,260.00 "," $1,58,750.00 ","16,510.00",01-12-2014,12, December ,2014
Government,United States of America, VTT , Medium ,436.5, $250.00 , $20.00 ," $8,730.00 "," $8,031.60 "," $4,365.00 ","36,666.00",01-07-2014,7, July ,2014
Small Business,Canada, Carretera , Medium ,1094, $3.00 , $300.00 ," $3,28,200.00 "," $2,98,662.00 "," $2,73,500.00 ","25,162.00",01-06-2014,6, June ,2014
Channel Partners,Mexico, Carretera , Medium ,367, $3.00 , $12.00 ," $4,404.00 "," $4,007.64 "," $1,101.00 ","2,90,664.00",01-10-2013,10, October ,2013
Small Business,Canada, Montana , Medium ,3802.5, $5.00 , $300.00 ," $11,40,750.00 "," $10,38,082.50 "," $9,50,625.00 ","8,74,575.00",01-04-2014,4, April ,2014
Government,France, Montana , Medium ,1666, $5.00 , $350.00 ," $5,83,100.00 "," $5,30,621.00 "," $4,33,160.00 ","97,461.00",01-05-2014,5, May ,2014
Small Business,France, Montana , Medium ,322, $5.00 , $300.00 ," $96,600.00 "," $87,906.00 "," $80,500.00 ","7,406.00",01-09-2013,9, September ,2013
Channel Partners,Canada, Montana , Medium ,2321, $5.00 , $12.00 ," $27,852.00 "," $25,345.32 "," $6,963.00 ","18,38,232.00",01-11-2014,11, November ,2014
Enterprise,France, Montana , Medium ,1857, $5.00 , $125.00 ," $2,32,125.00 "," $2,11,233.75 "," $2,22,840.00 ","-11,60,625.00",01-11-2013,11, November ,2013
Government,Canada, Montana , Medium ,1611, $5.00 , $7.00 ," $11,277.00 "," $10,262.07 "," $8,055.00 ","2,20,707.00",01-12-2013,12, December ,2013
Enterprise,United States of America, Montana , Medium ,2797, $5.00 , $125.00 ," $3,49,625.00 "," $3,18,158.75 "," $3,35,640.00 ","-17,48,125.00",01-12-2014,12, December ,2014
Small Business,Germany, Montana , Medium ,334, $5.00 , $300.00 ," $1,00,200.00 "," $91,182.00 "," $83,500.00 ","7,682.00",01-12-2013,12, December ,2013
Small Business,Mexico, Paseo , Medium ,2565, $10.00 , $300.00 ," $7,69,500.00 "," $7,00,245.00 "," $6,41,250.00 ","58,995.00",01-01-2014,1, January ,2014
Government,Mexico, Paseo , Medium ,2417, $10.00 , $350.00 ," $8,45,950.00 "," $7,69,814.50 "," $6,28,420.00 ","14,13,945.00",01-01-2014,1, January ,2014
Midmarket,United States of America, Paseo , Medium ,3675, $10.00 , $15.00 ," $55,125.00 "," $50,163.75 "," $36,750.00 ","13,41,375.00",01-04-2014,4, April ,2014
Small Business,Canada, Paseo , Medium ,1094, $10.00 , $300.00 ," $3,28,200.00 "," $2,98,662.00 "," $2,73,500.00 ","25,162.00",01-06-2014,6, June ,2014
Midmarket,France, Paseo , Medium ,1227, $10.00 , $15.00 ," $18,405.00 "," $16,748.55 "," $12,270.00 ","4,47,855.00",01-10-2014,10, October ,2014
Channel Partners,Mexico, Paseo , Medium ,367, $10.00 , $12.00 ," $4,404.00 "," $4,007.64 "," $1,101.00 ","2,90,664.00",01-10-2013,10, October ,2013
Small Business,France, Paseo , Medium ,1324, $10.00 , $300.00 ," $3,97,200.00 "," $3,61,452.00 "," $3,31,000.00 ","30,452.00",01-11-2014,11, November ,2014
Channel Partners,Germany, Paseo , Medium ,1775, $10.00 , $12.00 ," $21,300.00 "," $19,383.00 "," $5,325.00 ","14,058.00",01-11-2013,11, November ,2013
Enterprise,United States of America, Paseo , Medium ,2797, $10.00 , $125.00 ," $3,49,625.00 "," $3,18,158.75 "," $3,35,640.00 ","-17,48,125.00",01-12-2014,12, December ,2014
Midmarket,Mexico, Velo , Medium ,245, $120.00 , $15.00 ," $3,675.00 "," $3,344.25 "," $2,450.00 ",89425,01-05-2014,5, May ,2014
Small Business,Canada, Velo , Medium ,3793.5, $120.00 , $300.00 ," $11,38,050.00 "," $10,35,625.50 "," $9,48,375.00 ","8,72,505.00",01-07-2014,7, July ,2014
Government,Germany, Velo , Medium ,1307, $120.00 , $350.00 ," $4,57,450.00 "," $4,16,279.50 "," $3,39,820.00 ","7,64,595.00",01-07-2014,7, July ,2014
Enterprise,Canada, Velo , Medium ,567, $120.00 , $125.00 ," $70,875.00 "," $64,496.25 "," $68,040.00 ","-3,54,375.00",01-09-2014,9, September ,2014
Enterprise,Mexico, Velo , Medium ,2110, $120.00 , $125.00 ," $2,63,750.00 "," $2,40,012.50 "," $2,53,200.00 ","-1,31,875.00",01-09-2014,9, September ,2014
Government,Canada, Velo , Medium ,1269, $120.00 , $350.00 ," $4,44,150.00 "," $4,04,176.50 "," $3,29,940.00 ","7,42,365.00",01-10-2014,10, October ,2014
Channel Partners,United States of America, VTT , Medium ,1956, $250.00 , $12.00 ," $23,472.00 "," $21,359.52 "," $5,868.00 ","15,49,152.00",01-01-2014,1, January ,2014
Small Business,Germany, VTT , Medium ,2659, $250.00 , $300.00 ," $7,97,700.00 "," $7,25,907.00 "," $6,64,750.00 ","61,157.00",01-02-2014,2, February ,2014
Government,United States of America, VTT , Medium ,1351.5, $250.00 , $350.00 ," $4,73,025.00 "," $4,30,452.75 "," $3,51,390.00 ","79,06,275.00",01-04-2014,4, April ,2014
Channel Partners,Germany, VTT , Medium ,880, $250.00 , $12.00 ," $10,560.00 "," $9,609.60 "," $2,640.00 ","69,696.00",01-05-2014,5, May ,2014
Small Business,United States of America, VTT , Medium ,1867, $250.00 , $300.00 ," $5,60,100.00 "," $5,09,691.00 "," $4,66,750.00 ","42,941.00",01-09-2014,9, September ,2014
Channel Partners,France, VTT , Medium ,2234, $250.00 , $12.00 ," $26,808.00 "," $24,395.28 "," $6,702.00 ","17,69,328.00",01-09-2013,9, September ,2013
Midmarket,France, VTT , Medium ,1227, $250.00 , $15.00 ," $18,405.00 "," $16,748.55 "," $12,270.00 ","4,47,855.00",01-10-2014,10, October ,2014
Enterprise,Mexico, VTT , Medium ,877, $250.00 , $125.00 ," $1,09,625.00 "," $99,758.75 "," $1,05,240.00 ","-5,48,125.00",01-11-2014,11, November ,2014
Government,United States of America, Amarilla , Medium ,2071, $260.00 , $350.00 ," $7,24,850.00 "," $6,59,613.50 "," $5,38,460.00 ","12,11,535.00",01-09-2014,9, September ,2014
Government,Canada, Amarilla , Medium ,1269, $260.00 , $350.00 ," $4,44,150.00 "," $4,04,176.50 "," $3,29,940.00 ","7,42,365.00",01-10-2014,10, October ,2014
Midmarket,Germany, Amarilla , Medium ,970, $260.00 , $15.00 ," $14,550.00 "," $13,240.50 "," $9,700.00 ","35,405.00",01-11-2013,11, November ,2013
Government,Mexico, Amarilla , Medium ,1694, $260.00 , $20.00 ," $33,880.00 "," $30,830.80 "," $16,940.00 ","1,38,908.00",01-11-2014,11, November ,2014
Government,Germany, Carretera , Medium ,663, $3.00 , $20.00 ," $13,260.00 "," $12,066.60 "," $6,630.00 ","54,366.00",01-05-2014,5, May ,2014
Government,Canada, Carretera , Medium ,819, $3.00 , $7.00 ," $5,733.00 "," $5,217.03 "," $4,095.00 ","1,12,203.00",01-07-2014,7, July ,2014
Channel Partners,Germany, Carretera , Medium ,1580, $3.00 , $12.00 ," $18,960.00 "," $17,253.60 "," $4,740.00 ","1,25,136.00",01-09-2014,9, September ,2014
Government,Mexico, Carretera , Medium ,521, $3.00 , $7.00 ," $3,647.00 "," $3,318.77 "," $2,605.00 ",71377,01-12-2014,12, December ,2014
Government,United States of America, Paseo , Medium ,973, $10.00 , $20.00 ," $19,460.00 "," $17,708.60 "," $9,730.00 ","79,786.00",01-03-2014,3, March ,2014
Government,Mexico, Paseo , Medium ,1038, $10.00 , $20.00 ," $20,760.00 "," $18,891.60 "," $10,380.00 ","85,116.00",01-06-2014,6, June ,2014
Government,Germany, Paseo , Medium ,360, $10.00 , $7.00 ," $2,520.00 "," $2,293.20 "," $1,800.00 ",4932,01-10-2014,10, October ,2014
Channel Partners,France, Velo , Medium ,1967, $120.00 , $12.00 ," $23,604.00 "," $21,479.64 "," $5,901.00 ","15,57,864.00",01-03-2014,3, March ,2014
Midmarket,Mexico, Velo , Medium ,2628, $120.00 , $15.00 ," $39,420.00 "," $35,872.20 "," $26,280.00 ","95,922.00",01-04-2014,4, April ,2014
Government,Germany, VTT , Medium ,360, $250.00 , $7.00 ," $2,520.00 "," $2,293.20 "," $1,800.00 ",4932,01-10-2014,10, October ,2014
Government,France, VTT , Medium ,2682, $250.00 , $20.00 ," $53,640.00 "," $48,812.40 "," $26,820.00 ","2,19,924.00",01-11-2013,11, November ,2013
Government,Mexico, VTT , Medium ,521, $250.00 , $7.00 ," $3,647.00 "," $3,318.77 "," $2,605.00 ",71377,01-12-2014,12, December ,2014
Government,Mexico, Amarilla , Medium ,1038, $260.00 , $20.00 ," $20,760.00 "," $18,891.60 "," $10,380.00 ","85,116.00",01-06-2014,6, June ,2014
Midmarket,Canada, Amarilla , Medium ,1630.5, $260.00 , $15.00 ," $24,457.50 "," $22,256.33 "," $16,305.00 ","5,95,133.00",01-07-2014,7, July ,2014
Channel Partners,France, Amarilla , Medium ,306, $260.00 , $12.00 ," $3,672.00 "," $3,341.52 ", $918.00 ,"2,42,352.00",01-12-2013,12, December ,2013
Channel Partners,United States of America, Carretera , High ,386, $3.00 , $12.00 ," $4,632.00 "," $4,168.80 "," $1,158.00 ","30,108.00",01-10-2013,10, October ,2013
Government,United States of America, Montana , High ,2328, $5.00 , $7.00 ," $16,296.00 "," $14,666.40 "," $11,640.00 ","30,264.00",01-09-2014,9, September ,2014
Channel Partners,United States of America, Paseo , High ,386, $10.00 , $12.00 ," $4,632.00 "," $4,168.80 "," $1,158.00 ","30,108.00",01-10-2013,10, October ,2013
Enterprise,United States of America, Carretera , High ,3445.5, $3.00 , $125.00 ," $4,30,687.50 "," $3,87,618.75 "," $4,13,460.00 ","-25,84,125.00",01-04-2014,4, April ,2014
Enterprise,France, Carretera , High ,1482, $3.00 , $125.00 ," $1,85,250.00 "," $1,66,725.00 "," $1,77,840.00 ","-11,115.00",01-12-2013,12, December ,2013
Government,United States of America, Montana , High ,2313, $5.00 , $350.00 ," $8,09,550.00 "," $7,28,595.00 "," $6,01,380.00 ","1,27,215.00",01-05-2014,5, May ,2014
Enterprise,United States of America, Montana , High ,1804, $5.00 , $125.00 ," $2,25,500.00 "," $2,02,950.00 "," $2,16,480.00 ","-13,530.00",01-11-2013,11, November ,2013
Midmarket,France, Montana , High ,2072, $5.00 , $15.00 ," $31,080.00 "," $27,972.00 "," $20,720.00 ","7,252.00",01-12-2014,12, December ,2014
Government,France, Paseo , High ,1954, $10.00 , $20.00 ," $39,080.00 "," $35,172.00 "," $19,540.00 ","15,632.00",01-03-2014,3, March ,2014
Small Business,Mexico, Paseo , High ,591, $10.00 , $300.00 ," $1,77,300.00 "," $1,59,570.00 "," $1,47,750.00 ","11,820.00",01-05-2014,5, May ,2014
Midmarket,France, Paseo , High ,2167, $10.00 , $15.00 ," $32,505.00 "," $29,254.50 "," $21,670.00 ","75,845.00",01-10-2013,10, October ,2013
Government,Germany, Paseo , High ,241, $10.00 , $20.00 ," $4,820.00 "," $4,338.00 "," $2,410.00 ","1,928.00",01-10-2014,10, October ,2014
Midmarket,Germany, Velo , High ,681, $120.00 , $15.00 ," $10,215.00 "," $9,193.50 "," $6,810.00 ","23,835.00",01-01-2014,1, January ,2014
Midmarket,Germany, Velo , High ,510, $120.00 , $15.00 ," $7,650.00 "," $6,885.00 "," $5,100.00 ","1,785.00",01-04-2014,4, April ,2014
Midmarket,United States of America, Velo , High ,790, $120.00 , $15.00 ," $11,850.00 "," $10,665.00 "," $7,900.00 ","2,765.00",01-05-2014,5, May ,2014
Government,France, Velo , High ,639, $120.00 , $350.00 ," $2,23,650.00 "," $2,01,285.00 "," $1,66,140.00 ","35,145.00",01-07-2014,7, July ,2014
Enterprise,United States of America, Velo , High ,1596, $120.00 , $125.00 ," $1,99,500.00 "," $1,79,550.00 "," $1,91,520.00 ","-11,970.00",01-09-2014,9, September ,2014
Small Business,United States of America, Velo , High ,2294, $120.00 , $300.00 ," $6,88,200.00 "," $6,19,380.00 "," $5,73,500.00 ","45,880.00",01-10-2013,10, October ,2013
Government,Germany, Velo , High ,241, $120.00 , $20.00 ," $4,820.00 "," $4,338.00 "," $2,410.00 ","1,928.00",01-10-2014,10, October ,2014
Government,Germany, Velo , High ,2665, $120.00 , $7.00 ," $18,655.00 "," $16,789.50 "," $13,325.00 ","34,645.00",01-11-2014,11, November ,2014
Enterprise,Canada, Velo , High ,1916, $120.00 , $125.00 ," $2,39,500.00 "," $2,15,550.00 "," $2,29,920.00 ","-14,370.00",01-12-2013,12, December ,2013
Small Business,France, Velo , High ,853, $120.00 , $300.00 ," $2,55,900.00 "," $2,30,310.00 "," $2,13,250.00 ","17,060.00",01-12-2014,12, December ,2014
Enterprise,Mexico, VTT , High ,341, $250.00 , $125.00 ," $42,625.00 "," $38,362.50 "," $40,920.00 ","-25,575.00",01-05-2014,5, May ,2014
Midmarket,Mexico, VTT , High ,641, $250.00 , $15.00 ," $9,615.00 "," $8,653.50 "," $6,410.00 ","22,435.00",01-07-2014,7, July ,2014
Government,United States of America, VTT , High ,2807, $250.00 , $350.00 ," $9,82,450.00 "," $8,84,205.00 "," $7,29,820.00 ","1,54,385.00",01-08-2014,8, August ,2014
Small Business,Mexico, VTT , High ,432, $250.00 , $300.00 ," $1,29,600.00 "," $1,16,640.00 "," $1,08,000.00 ","8,640.00",01-09-2014,9, September ,2014
Small Business,United States of America, VTT , High ,2294, $250.00 , $300.00 ," $6,88,200.00 "," $6,19,380.00 "," $5,73,500.00 ","45,880.00",01-10-2013,10, October ,2013
Midmarket,France, VTT , High ,2167, $250.00 , $15.00 ," $32,505.00 "," $29,254.50 "," $21,670.00 ","75,845.00",01-10-2013,10, October ,2013
Enterprise,Canada, VTT , High ,2529, $250.00 , $125.00 ," $3,16,125.00 "," $2,84,512.50 "," $3,03,480.00 ","-1,89,675.00",01-11-2014,11, November ,2014
Government,Germany, VTT , High ,1870, $250.00 , $350.00 ," $6,54,500.00 "," $5,89,050.00 "," $4,86,200.00 ","1,02,850.00",01-12-2013,12, December ,2013
Enterprise,United States of America, Amarilla , High ,579, $260.00 , $125.00 ," $72,375.00 "," $65,137.50 "," $69,480.00 ","-43,425.00",01-01-2014,1, January ,2014
Government,Canada, Amarilla , High ,2240, $260.00 , $350.00 ," $7,84,000.00 "," $7,05,600.00 "," $5,82,400.00 ","1,23,200.00",01-02-2014,2, February ,2014
Small Business,United States of America, Amarilla , High ,2993, $260.00 , $300.00 ," $8,97,900.00 "," $8,08,110.00 "," $7,48,250.00 ","59,860.00",01-03-2014,3, March ,2014
Channel Partners,Canada, Amarilla , High ,3520.5, $260.00 , $12.00 ," $42,246.00 "," $38,021.40 "," $10,561.50 ","2,74,599.00",01-04-2014,4, April ,2014
Government,Mexico, Amarilla , High ,2039, $260.00 , $20.00 ," $40,780.00 "," $36,702.00 "," $20,390.00 ","16,312.00",01-05-2014,5, May ,2014
Channel Partners,Germany, Amarilla , High ,2574, $260.00 , $12.00 ," $30,888.00 "," $27,799.20 "," $7,722.00 ","2,00,772.00",01-08-2014,8, August ,2014
